Metric,Measurement,Rank Order,Label,Salary,Job Title,Level,Country,URL
Top Company,Ranking,1,Atlassian,441804,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia
Top Company,Ranking,2,Amazon,337544,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia
Top Company,Ranking,3,Canva,279945,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia
Top Location,Ranking,1,Sydney,273616,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia
Top Location,Ranking,2,Brisbane,198048,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia
Top Location,Ranking,3,Melbourne,189079,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia
Summary,Percentile,,Median,137617,Customer Success,All,Australia,https://www.levels.fyi/en-gb/t/customer-success/locations/australia
Summary,Percentile,,25th,128000,Customer Success,All,Australia,https://www.levels.fyi/en-gb/t/customer-success/locations/australia
Summary,Percentile,,75th,184000,Customer Success,All,Australia,https://www.levels.fyi/en-gb/t/customer-success/locations/australia
Summary,Percentile,,90th,222000,Customer Success,All,Australia,https://www.levels.fyi/en-gb/t/customer-success/locations/australia
Summary,Percentile,,Median,183734,Customer Success,Senior,Australia,https://www.levels.fyi/en-gb/t/customer-success/levels/senior/locations/australia
Summary,Percentile,,25th,138000,Customer Success,Senior,Australia,https://www.levels.fyi/en-gb/t/customer-success/levels/senior/locations/australia
Summary,Percentile,,75th,293000,Customer Success,Senior,Australia,https://www.levels.fyi/en-gb/t/customer-success/levels/senior/locations/australia
Summary,Percentile,,90th,304000,Customer Success,Senior,Australia,https://www.levels.fyi/en-gb/t/customer-success/levels/senior/locations/australia
Summary,Percentile,,Median,140152,Project Manager,All,Australia,https://www.levels.fyi/en-gb/t/project-manager/locations/australia
Summary,Percentile,,25th,117000,Project Manager,All,Australia,https://www.levels.fyi/en-gb/t/project-manager/locations/australia
Summary,Percentile,,75th,168000,Project Manager,All,Australia,https://www.levels.fyi/en-gb/t/project-manager/locations/australia
Summary,Percentile,,90th,193000,Project Manager,All,Australia,https://www.levels.fyi/en-gb/t/project-manager/locations/australia
Summary,Percentile,,Median,84307,Project Manager,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/project-manager/levels/entry-level/locations/australia
Summary,Percentile,,Median,151322,Project Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/project-manager/levels/senior/locations/australia
Summary,Percentile,,25th,137000,Project Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/project-manager/levels/senior/locations/australia
Summary,Percentile,,75th,177000,Project Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/project-manager/levels/senior/locations/australia
Summary,Percentile,,90th,193000,Project Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/project-manager/levels/senior/locations/australia
Summary,Percentile,,Median,152916,People Ops,All,Australia,https://www.levels.fyi/en-gb/t/people-ops/locations/australia
Summary,Percentile,,25th,99,People Ops,All,Australia,https://www.levels.fyi/en-gb/t/people-ops/locations/australia
Summary,Percentile,,75th,176000,People Ops,All,Australia,https://www.levels.fyi/en-gb/t/people-ops/locations/australia
Summary,Percentile,,90th,277000,People Ops,All,Australia,https://www.levels.fyi/en-gb/t/people-ops/locations/australia
Summary,Percentile,,Median,164977,People Ops,Senior,Australia,https://www.levels.fyi/en-gb/t/people-ops/levels/senior/locations/australia
Summary,Percentile,,Median,105599,Biomedical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/biomedical-engineer/locations/australia
Summary,Percentile,,Median,96956,Biomedical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/biomedical-engineer/levels/entry-level/locations/australia
Summary,Percentile,,Median,91336,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Summary,Percentile,,25th,82,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Summary,Percentile,,75th,129000,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Summary,Percentile,,90th,162000,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Top Company,Ranking,1,Melbourne,107524,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Top Company,Ranking,2,Sydney,91693,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Top Company,Ranking,3,Brisbane,83257,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia
Summary,Percentile,,Median,71213,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Summary,Percentile,,25th,69,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Summary,Percentile,,75th,88,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Summary,Percentile,,90th,91,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Top Company,Ranking,1,Melbourne,107524,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Top Company,Ranking,2,Sydney,91693,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Top Company,Ranking,3,Brisbane,83257,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia
Summary,Percentile,,Median,162044,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Summary,Percentile,,25th,129000,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Summary,Percentile,,75th,180000,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Summary,Percentile,,90th,190000,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Top Company,Ranking,1,Melbourne,107524,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Top Company,Ranking,2,Sydney,91693,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Top Company,Ranking,3,Brisbane,83257,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia
Summary,Percentile,,Median,138784,Ux Researcher,All,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/locations/australia
Summary,Percentile,,25th,111000,Ux Researcher,All,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/locations/australia
Summary,Percentile,,75th,243000,Ux Researcher,All,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/locations/australia
Summary,Percentile,,90th,299000,Ux Researcher,All,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/locations/australia
Summary,Percentile,,Median,218540,Ux Researcher,Senior,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/levels/senior/locations/australia
Summary,Percentile,,25th,139000,Ux Researcher,Senior,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/levels/senior/locations/australia
Summary,Percentile,,75th,299000,Ux Researcher,Senior,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/levels/senior/locations/australia
Summary,Percentile,,90th,451000,Ux Researcher,Senior,Australia,https://www.levels.fyi/en-gb/t/ux-researcher/levels/senior/locations/australia
Summary,Percentile,,Median,164195,Bizops Manager,All,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/locations/australia
Summary,Percentile,,25th,140000,Bizops Manager,All,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/locations/australia
Summary,Percentile,,75th,197000,Bizops Manager,All,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/locations/australia
Summary,Percentile,,90th,266000,Bizops Manager,All,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/locations/australia
Summary,Percentile,,Median,173522,Bizops Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/levels/senior/locations/australia
Summary,Percentile,,25th,140000,Bizops Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/levels/senior/locations/australia
Summary,Percentile,,75th,197000,Bizops Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/levels/senior/locations/australia
Summary,Percentile,,90th,266000,Bizops Manager,Senior,Australia,https://www.levels.fyi/en-gb/t/bizops-manager/levels/senior/locations/australia
Summary,Percentile,,Median,74171,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Summary,Percentile,,25th,60,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Summary,Percentile,,75th,101000,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Summary,Percentile,,90th,165000,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Top Company,Ranking,1,Atlassian,162945,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Top Company,Ranking,2,NAB,66639,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Top Company,Ranking,3,Commonwealth Bank,66638,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Top Location,Ranking,1,Melbourne,65504,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Top Location,Ranking,2,Sydney,62340,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Top Location,Ranking,3,Brisbane,56087,Customer Service,All,Australia,https://www.levels.fyi/en-gb/t/customer-service/locations/australia
Summary,Percentile,,Median,99654,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Summary,Percentile,,25th,75,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Summary,Percentile,,75th,120000,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Summary,Percentile,,90th,163000,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Top Company,Ranking,1,Melbourne,100282,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Top Company,Ranking,2,Brisbane,79618,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Top Company,Ranking,3,Sydney,78293,Accountant,All,Australia,https://www.levels.fyi/en-gb/t/accountant/locations/australia
Summary,Percentile,,Median,64632,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Summary,Percentile,,25th,64,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Summary,Percentile,,75th,69,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Summary,Percentile,,90th,99,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Top Company,Ranking,1,Melbourne,100282,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Top Company,Ranking,2,Brisbane,79618,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Top Company,Ranking,3,Sydney,78293,Accountant,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/entry-level/locations/australia
Summary,Percentile,,Median,118017,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Summary,Percentile,,25th,107000,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Summary,Percentile,,75th,155000,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Summary,Percentile,,90th,165000,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Top Company,Ranking,1,Melbourne,100282,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Top Company,Ranking,2,Brisbane,79618,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Top Company,Ranking,3,Sydney,78293,Accountant,Senior,Australia,https://www.levels.fyi/en-gb/t/accountant/levels/senior/locations/australia
Summary,Percentile,,Median,90495,Customer Service Ops,All,Australia,https://www.levels.fyi/en-gb/t/customer-service-ops/locations/australia
Summary,Percentile,,Median,130703,Biz Ops,All,Australia,https://www.levels.fyi/en-gb/t/biz-ops/locations/australia
Summary,Percentile,,25th,90,Biz Ops,All,Australia,https://www.levels.fyi/en-gb/t/biz-ops/locations/australia
Summary,Percentile,,75th,150000,Biz Ops,All,Australia,https://www.levels.fyi/en-gb/t/biz-ops/locations/australia
Summary,Percentile,,90th,178000,Biz Ops,All,Australia,https://www.levels.fyi/en-gb/t/biz-ops/locations/australia
Summary,Percentile,,Median,78801,Biz Ops,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/biz-ops/levels/entry-level/locations/australia
Summary,Percentile,,Median,150198,Biz Ops,Senior,Australia,https://www.levels.fyi/en-gb/t/biz-ops/levels/senior/locations/australia
Summary,Percentile,,25th,143000,Biz Ops,Senior,Australia,https://www.levels.fyi/en-gb/t/biz-ops/levels/senior/locations/australia
Summary,Percentile,,75th,178000,Biz Ops,Senior,Australia,https://www.levels.fyi/en-gb/t/biz-ops/levels/senior/locations/australia
Summary,Percentile,,90th,438000,Biz Ops,Senior,Australia,https://www.levels.fyi/en-gb/t/biz-ops/levels/senior/locations/australia
Summary,Percentile,,Median,222422,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Summary,Percentile,,25th,188000,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Summary,Percentile,,75th,263000,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Summary,Percentile,,90th,321000,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Top Company,Ranking,1,Amazon,297314,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Top Company,Ranking,2,Microsoft,238739,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Top Company,Ranking,3,Telstra,207313,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Top Location,Ranking,1,Sydney,240167,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Top Location,Ranking,2,Brisbane,227776,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Top Location,Ranking,3,Melbourne,216519,Solution Architect,All,Australia,https://www.levels.fyi/en-gb/t/solution-architect/locations/australia
Summary,Percentile,,Median,124880,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Summary,Percentile,,25th,92,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Summary,Percentile,,75th,145000,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Summary,Percentile,,90th,157000,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Top Company,Ranking,1,Amazon,297314,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Top Company,Ranking,2,Microsoft,238739,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Top Company,Ranking,3,Telstra,207313,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Top Location,Ranking,1,Sydney,240167,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Top Location,Ranking,2,Brisbane,227776,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Top Location,Ranking,3,Melbourne,216519,Solution Architect,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/entry-level/locations/australia
Summary,Percentile,,Median,228886,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Summary,Percentile,,25th,194000,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Summary,Percentile,,75th,272000,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Summary,Percentile,,90th,321000,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Top Company,Ranking,1,Amazon,297314,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Top Company,Ranking,2,Microsoft,238739,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Top Company,Ranking,3,Telstra,207313,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Top Location,Ranking,1,Sydney,240167,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Top Location,Ranking,2,Brisbane,227776,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Top Location,Ranking,3,Melbourne,216519,Solution Architect,Senior,Australia,https://www.levels.fyi/en-gb/t/solution-architect/levels/senior/locations/australia
Summary,Percentile,,Median,133132,Venture Capitalist,All,Australia,https://www.levels.fyi/en-gb/t/venture-capitalist/locations/australia
Summary,Percentile,,25th,117000,Venture Capitalist,All,Australia,https://www.levels.fyi/en-gb/t/venture-capitalist/locations/australia
Summary,Percentile,,75th,209000,Venture Capitalist,All,Australia,https://www.levels.fyi/en-gb/t/venture-capitalist/locations/australia
Summary,Percentile,,90th,234000,Venture Capitalist,All,Australia,https://www.levels.fyi/en-gb/t/venture-capitalist/locations/australia
Summary,Percentile,,Median,92778,Hardware Engineer,All,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/locations/australia
Summary,Percentile,,25th,80,Hardware Engineer,All,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/locations/australia
Summary,Percentile,,75th,141000,Hardware Engineer,All,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/locations/australia
Summary,Percentile,,90th,174000,Hardware Engineer,All,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/locations/australia
Summary,Percentile,,Median,78462,Hardware Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/levels/entry-level/locations/australia
Summary,Percentile,,Median,202184,Hardware Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/levels/senior/locations/australia
Summary,Percentile,,25th,141000,Hardware Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/levels/senior/locations/australia
Summary,Percentile,,75th,221000,Hardware Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/levels/senior/locations/australia
Summary,Percentile,,90th,468000,Hardware Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/hardware-engineer/levels/senior/locations/australia
Summary,Percentile,,Median,151788,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Summary,Percentile,,25th,113000,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Summary,Percentile,,75th,189000,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Summary,Percentile,,90th,235000,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Top Company,Ranking,1,Google,340458,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Top Company,Ranking,2,Block,268464,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Top Company,Ranking,3,Rokt,267736,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Top Location,Ranking,1,Sydney,175196,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Top Location,Ranking,2,Melbourne,159229,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Top Location,Ranking,3,Perth,133648,Software Engineer,All,Australia,https://www.levels.fyi/en-gb/t/software-engineer/locations/australia
Summary,Percentile,,Median,90574,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Summary,Percentile,,25th,80,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Summary,Percentile,,75th,124000,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Summary,Percentile,,90th,160000,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Top Company,Ranking,1,Google,340458,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Top Company,Ranking,2,Block,268464,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Top Company,Ranking,3,Rokt,267736,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Top Location,Ranking,1,Sydney,175196,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Top Location,Ranking,2,Melbourne,159229,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Top Location,Ranking,3,Perth,133648,Software Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/entry-level/locations/australia
Summary,Percentile,,Median,183583,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Summary,Percentile,,25th,156000,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Summary,Percentile,,75th,224000,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Summary,Percentile,,90th,284000,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Top Company,Ranking,1,Google,340458,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Top Company,Ranking,2,Block,268464,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Top Company,Ranking,3,Rokt,267736,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Top Location,Ranking,1,Sydney,175196,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Top Location,Ranking,2,Melbourne,159229,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Top Location,Ranking,3,Perth,133648,Software Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/software-engineer/levels/senior/locations/australia
Summary,Percentile,,Median,106929,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Summary,Percentile,,25th,92,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Summary,Percentile,,75th,128000,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Summary,Percentile,,90th,188000,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Top Company,Ranking,1,Sydney,125033,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Top Company,Ranking,2,Perth,124104,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Top Company,Ranking,3,Brisbane,116147,Mechanical Engineer,All,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/locations/australia
Summary,Percentile,,Median,75101,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Summary,Percentile,,25th,72,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Summary,Percentile,,75th,81,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Summary,Percentile,,90th,88,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Top Company,Ranking,1,Sydney,125033,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Top Company,Ranking,2,Perth,124104,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Top Company,Ranking,3,Brisbane,116147,Mechanical Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/entry-level/locations/australia
Summary,Percentile,,Median,127702,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Summary,Percentile,,25th,107000,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Summary,Percentile,,75th,153000,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Summary,Percentile,,90th,195000,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Top Company,Ranking,1,Sydney,125033,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Top Company,Ranking,2,Perth,124104,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Top Company,Ranking,3,Brisbane,116147,Mechanical Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/mechanical-engineer/levels/senior/locations/australia
Summary,Percentile,,Median,194342,Sales Engineer,All,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/locations/australia
Summary,Percentile,,25th,145000,Sales Engineer,All,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/locations/australia
Summary,Percentile,,75th,262000,Sales Engineer,All,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/locations/australia
Summary,Percentile,,90th,325000,Sales Engineer,All,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/locations/australia
Summary,Percentile,,Median,128351,Sales Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/levels/entry-level/locations/australia
Summary,Percentile,,Median,233230,Sales Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/levels/senior/locations/australia
Summary,Percentile,,25th,174000,Sales Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/sales-engineer/levels/senior/locations/australia
