,Tech Sector GDP,Percent of Goal,Percent of GDP,Goal,Source Name,Source URL,Source Page
0,$167M,66,8,250000000,The economic contribution of Australia's tech sector,https://techcouncil.com.au/wp-content/uploads/2021/08/TCA-Tech-sectors-economic-contribution-full-res.pdf,8
