,Unnamed: 0,date,anzsco_unit_code,anzsco_unit,tech_occupation,Number,total_per_date,Per cent,month_year,Source Name,Source URL
62567,179,1986-08-01,3424,Telecommunications Trades Workers,Tech,40243.39359,6918525.052,0.5816759105,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62412,24,1986-08-01,1351,ICT Managers,Tech,6074.69064,6918525.052,0.08780326145,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62440,52,1986-08-01,2232,ICT Trainers,Tech,2314.13422,6918525.052,0.03344837523,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62448,60,1986-08-01,2247,Management and Organisation Analysts,Tech,12769.59926,6918525.052,0.1845711212,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62449,61,1986-08-01,2249,Other Information and Organisation Professionals,Tech,2369.76762,6918525.052,0.03425249749,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62451,63,1986-08-01,2252,ICT Sales Professionals,Tech,5406.23936,6918525.052,0.07814150153,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62460,72,1986-08-01,2324,"Graphic and Web Designers, and Illustrators",Tech,9877.57471,6918525.052,0.1427699493,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62466,78,1986-08-01,2334,Electronics Engineers,Tech,4131.13642,6918525.052,0.05971123019,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62511,123,1986-08-01,2600,ICT Professionals nfd,Tech,2821.99749,6918525.052,0.04078900443,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62541,153,1986-08-01,3132,Telecommunications Technical Specialists,Tech,7035.54335,6918525.052,0.1016913764,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62513,125,1986-08-01,2612,Multimedia Specialists and Web Developers,Tech,862.277,6918525.052,0.01246330675,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62540,152,1986-08-01,3131,ICT Support Technicians,Tech,14198.51882,6918525.052,0.2052246499,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62536,148,1986-08-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,17638.67912,6918525.052,0.2549485474,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62518,130,1986-08-01,2633,Telecommunications Engineering Professionals,Tech,5947.02054,6918525.052,0.08595792448,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62512,124,1986-08-01,2611,ICT Business and Systems Analysts,Tech,5612.63944,6918525.052,0.08112479752,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62516,128,1986-08-01,2631,Computer Network Professionals,Tech,5492.39385,6918525.052,0.07938677404,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62515,127,1986-08-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,7290.16016,6918525.052,0.1053715944,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62514,126,1986-08-01,2613,Software and Applications Programmers,Tech,19274.68868,6918525.052,0.2785953441,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62517,129,1986-08-01,2632,ICT Support and Test Engineers,Tech,374.30762,6918525.052,0.005410222803,August 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62104,440,1986-11-01,2334,Electronics Engineers,Tech,4277.79714,7034163.94,0.06081457835,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62050,386,1986-11-01,1351,ICT Managers,Tech,5783.99374,7034163.94,0.08222716715,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62078,414,1986-11-01,2232,ICT Trainers,Tech,2487.46861,7034163.94,0.0353626761,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62086,422,1986-11-01,2247,Management and Organisation Analysts,Tech,13464.1275,7034163.94,0.1914104877,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62087,423,1986-11-01,2249,Other Information and Organisation Professionals,Tech,2893.2855,7034163.94,0.04113190316,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62089,425,1986-11-01,2252,ICT Sales Professionals,Tech,5445.12382,7034163.94,0.07740968034,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62098,434,1986-11-01,2324,"Graphic and Web Designers, and Illustrators",Tech,12938.6912,7034163.94,0.1839407115,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62149,485,1986-11-01,2600,ICT Professionals nfd,Tech,3020.73305,7034163.94,0.04294373967,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62150,486,1986-11-01,2611,ICT Business and Systems Analysts,Tech,6007.90237,7034163.94,0.08541032625,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62205,541,1986-11-01,3424,Telecommunications Trades Workers,Tech,36986.79649,7034163.94,0.5258165264,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62152,488,1986-11-01,2613,Software and Applications Programmers,Tech,20625.71402,7034163.94,0.2932219692,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62153,489,1986-11-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,7803.56034,7034163.94,0.1109379936,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62154,490,1986-11-01,2631,Computer Network Professionals,Tech,5853.82262,7034163.94,0.08321987759,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62155,491,1986-11-01,2632,ICT Support and Test Engineers,Tech,371.47253,7034163.94,0.005280976292,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62156,492,1986-11-01,2633,Telecommunications Engineering Professionals,Tech,6158.14755,7034163.94,0.0875462614,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62174,510,1986-11-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,17602.25495,7034163.94,0.2502394755,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62178,514,1986-11-01,3131,ICT Support Technicians,Tech,14047.15115,7034163.94,0.1996989446,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62179,515,1986-11-01,3132,Telecommunications Technical Specialists,Tech,7016.45898,7034163.94,0.09974830044,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
62151,487,1986-11-01,2612,Multimedia Specialists and Web Developers,Tech,923.00175,7034163.94,0.01312169801,November 1986,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61742,802,1987-02-01,2334,Electronics Engineers,Tech,4861.80711,7022252.753,0.06923429391,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61736,796,1987-02-01,2324,"Graphic and Web Designers, and Illustrators",Tech,13276.97367,7022252.753,0.1890700055,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61727,787,1987-02-01,2252,ICT Sales Professionals,Tech,5757.7594,7022252.753,0.08199305269,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61787,847,1987-02-01,2600,ICT Professionals nfd,Tech,3043.30885,7022252.753,0.04333807052,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61724,784,1987-02-01,2247,Management and Organisation Analysts,Tech,11942.39898,7022252.753,0.1700650689,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61716,776,1987-02-01,2232,ICT Trainers,Tech,2543.59883,7022252.753,0.03622197775,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61688,748,1987-02-01,1351,ICT Managers,Tech,6976.75278,7022252.753,0.09935206016,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61725,785,1987-02-01,2249,Other Information and Organisation Professionals,Tech,2372.08864,7022252.753,0.03377959643,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61788,848,1987-02-01,2611,ICT Business and Systems Analysts,Tech,6052.80316,7022252.753,0.08619460695,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61843,903,1987-02-01,3424,Telecommunications Trades Workers,Tech,34509.68813,7022252.753,0.4914332956,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61790,850,1987-02-01,2613,Software and Applications Programmers,Tech,20763.63025,7022252.753,0.2956833224,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61791,851,1987-02-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,7861.88119,7022252.753,0.1119566821,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61792,852,1987-02-01,2631,Computer Network Professionals,Tech,5994.63371,7022252.753,0.08536624813,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61793,853,1987-02-01,2632,ICT Support and Test Engineers,Tech,372.85163,7022252.753,0.005309572912,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61794,854,1987-02-01,2633,Telecommunications Engineering Professionals,Tech,6998.86518,7022252.753,0.09966695056,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61812,872,1987-02-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,17755.2163,7022252.753,0.2528421708,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61816,876,1987-02-01,3131,ICT Support Technicians,Tech,14122.66199,7022252.753,0.2011129831,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61817,877,1987-02-01,3132,Telecommunications Technical Specialists,Tech,7079.45958,7022252.753,0.1008146506,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61789,849,1987-02-01,2612,Multimedia Specialists and Web Developers,Tech,929.89994,7022252.753,0.01324218841,February 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61374,1158,1987-05-01,2324,"Graphic and Web Designers, and Illustrators",Tech,10505.89257,7103523.457,0.1478969223,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61365,1149,1987-05-01,2252,ICT Sales Professionals,Tech,5561.02737,7103523.457,0.07828547908,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61363,1147,1987-05-01,2249,Other Information and Organisation Professionals,Tech,2665.48459,7103523.457,0.03752341505,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61380,1164,1987-05-01,2334,Electronics Engineers,Tech,4724.09482,7103523.457,0.0665035436,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61354,1138,1987-05-01,2232,ICT Trainers,Tech,2542.36495,7103523.457,0.03579019574,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61326,1110,1987-05-01,1351,ICT Managers,Tech,8487.89694,7103523.457,0.1194885466,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61362,1146,1987-05-01,2247,Management and Organisation Analysts,Tech,13269.98771,7103523.457,0.1868085294,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61425,1209,1987-05-01,2600,ICT Professionals nfd,Tech,3473.99568,7103523.457,0.04890524682,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61426,1210,1987-05-01,2611,ICT Business and Systems Analysts,Tech,6909.39139,7103523.457,0.09726710176,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61427,1211,1987-05-01,2612,Multimedia Specialists and Web Developers,Tech,1061.49868,7103523.457,0.01494326986,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61428,1212,1987-05-01,2613,Software and Applications Programmers,Tech,23686.43098,7103523.457,0.3334462274,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61429,1213,1987-05-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,8974.4888,7103523.457,0.1263385537,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61430,1214,1987-05-01,2631,Computer Network Professionals,Tech,6697.80276,7103523.457,0.0942884584,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61431,1215,1987-05-01,2632,ICT Support and Test Engineers,Tech,397.18352,7103523.457,0.005591359308,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61432,1216,1987-05-01,2633,Telecommunications Engineering Professionals,Tech,6800.62002,7103523.457,0.09573587053,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61450,1234,1987-05-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,15670.53505,7103523.457,0.2206022848,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61454,1238,1987-05-01,3131,ICT Support Technicians,Tech,14997.81822,7103523.457,0.2111320996,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61455,1239,1987-05-01,3132,Telecommunications Technical Specialists,Tech,6218.92882,7103523.457,0.0875471005,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61481,1265,1987-05-01,3424,Telecommunications Trades Workers,Tech,35622.16519,7103523.457,0.5014717753,May 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61018,1526,1987-08-01,2334,Electronics Engineers,Tech,4519.61171,7092257.322,0.06372599731,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61012,1520,1987-08-01,2324,"Graphic and Web Designers, and Illustrators",Tech,10720.63352,7092257.322,0.1511596807,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61003,1511,1987-08-01,2252,ICT Sales Professionals,Tech,5892.60336,7092257.322,0.08308501924,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61000,1508,1987-08-01,2247,Management and Organisation Analysts,Tech,13259.87877,7092257.322,0.1869627422,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60992,1500,1987-08-01,2232,ICT Trainers,Tech,2611.34186,7092257.322,0.03681961527,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60964,1472,1987-08-01,1351,ICT Managers,Tech,8880.20694,7092257.322,0.1252098808,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61063,1571,1987-08-01,2600,ICT Professionals nfd,Tech,3378.63352,7092257.322,0.04763833808,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61001,1509,1987-08-01,2249,Other Information and Organisation Professionals,Tech,2646.15274,7092257.322,0.03731044462,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61064,1572,1987-08-01,2611,ICT Business and Systems Analysts,Tech,6719.7267,7092257.322,0.09474736174,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61065,1573,1987-08-01,2612,Multimedia Specialists and Web Developers,Tech,1032.36023,7092257.322,0.01455615868,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61066,1574,1987-08-01,2613,Software and Applications Programmers,Tech,23041.37633,7092257.322,0.3248807155,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61093,1601,1987-08-01,3132,Telecommunications Technical Specialists,Tech,7355.19071,7092257.322,0.1037073301,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61092,1600,1987-08-01,3131,ICT Support Technicians,Tech,16413.72166,7092257.322,0.2314315586,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61088,1596,1987-08-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,18461.91496,7092257.322,0.260310845,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61119,1627,1987-08-01,3424,Telecommunications Trades Workers,Tech,33296.96651,7092257.322,0.4694833394,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61069,1577,1987-08-01,2632,ICT Support and Test Engineers,Tech,438.93322,7092257.322,0.006188907143,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61068,1576,1987-08-01,2631,Computer Network Professionals,Tech,6500.79363,7092257.322,0.09166043102,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61067,1575,1987-08-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,8728.13662,7092257.322,0.1230657071,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
61070,1578,1987-08-01,2633,Telecommunications Engineering Professionals,Tech,6506.25419,7092257.322,0.09173742428,August 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60701,1933,1987-11-01,2600,ICT Professionals nfd,Tech,3196.07499,7182161.301,0.04450018394,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60602,1834,1987-11-01,1351,ICT Managers,Tech,7397.52898,7182161.301,0.1029986472,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60630,1862,1987-11-01,2232,ICT Trainers,Tech,2695.34841,7182161.301,0.03752837477,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60638,1870,1987-11-01,2247,Management and Organisation Analysts,Tech,13511.06558,7182161.301,0.1881197736,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60639,1871,1987-11-01,2249,Other Information and Organisation Professionals,Tech,2655.17953,7182161.301,0.03696908798,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60641,1873,1987-11-01,2252,ICT Sales Professionals,Tech,5373.13584,7182161.301,0.07481224126,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60650,1882,1987-11-01,2324,"Graphic and Web Designers, and Illustrators",Tech,12445.71701,7182161.301,0.1732865149,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60656,1888,1987-11-01,2334,Electronics Engineers,Tech,4210.43521,7182161.301,0.05862351225,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60702,1934,1987-11-01,2611,ICT Business and Systems Analysts,Tech,6356.63806,7182161.301,0.08850592173,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60757,1989,1987-11-01,3424,Telecommunications Trades Workers,Tech,36172.78361,7182161.301,0.5036476082,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60704,1936,1987-11-01,2613,Software and Applications Programmers,Tech,21813.92345,7182161.301,0.3037236639,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60705,1937,1987-11-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,8256.52711,7182161.301,0.1149588092,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60706,1938,1987-11-01,2631,Computer Network Professionals,Tech,6138.11186,7182161.301,0.08546329722,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60707,1939,1987-11-01,2632,ICT Support and Test Engineers,Tech,421.16655,7182161.301,0.005864064205,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60708,1940,1987-11-01,2633,Telecommunications Engineering Professionals,Tech,6061.17596,7182161.301,0.08439208904,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60726,1958,1987-11-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,19105.67419,7182161.301,0.2660156656,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60730,1962,1987-11-01,3131,ICT Support Technicians,Tech,15783.30877,7182161.301,0.2197570913,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60731,1963,1987-11-01,3132,Telecommunications Technical Specialists,Tech,7623.75381,7182161.301,0.1061484627,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60703,1935,1987-11-01,2612,Multimedia Specialists and Web Developers,Tech,976.57846,7182161.301,0.0135972783,November 1987,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60288,2244,1988-02-01,2324,"Graphic and Web Designers, and Illustrators",Tech,13741.34412,7247304.349,0.1896062792,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60294,2250,1988-02-01,2334,Electronics Engineers,Tech,4908.85315,7247304.349,0.06773350357,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60279,2235,1988-02-01,2252,ICT Sales Professionals,Tech,5593.74827,7247304.349,0.07718384658,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60339,2295,1988-02-01,2600,ICT Professionals nfd,Tech,3849.95609,7247304.349,0.05312259434,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60276,2232,1988-02-01,2247,Management and Organisation Analysts,Tech,11628.61017,7247304.349,0.1604542822,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60268,2224,1988-02-01,2232,ICT Trainers,Tech,2473.82566,7247304.349,0.03413442489,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60240,2196,1988-02-01,1351,ICT Managers,Tech,9520.60699,7247304.349,0.1313675614,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60277,2233,1988-02-01,2249,Other Information and Organisation Professionals,Tech,2790.95037,7247304.349,0.03851018579,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60340,2296,1988-02-01,2611,ICT Business and Systems Analysts,Tech,7657.1349,7247304.349,0.1056549378,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60395,2351,1988-02-01,3424,Telecommunications Trades Workers,Tech,37308.76484,7247304.349,0.5147950609,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60342,2298,1988-02-01,2613,Software and Applications Programmers,Tech,26241.36792,7247304.349,0.3620845304,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
60369,2325,1988-02-01,3132,Telecommunications Technical Specialists,Tech,7453.79791,7247304.349,0.1028492464,February 1988,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
