,Unnamed: 0,date,anzsco_unit_code,anzsco_unit,tech_occupation,Number,total_per_date,Per cent,month_year,Source Name,Source URL
48702,13830,1996-02-01,2324,"Graphic and Web Designers, and Illustrators",Tech,16145.7007,8246603.478,0.1957860681,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48708,13836,1996-02-01,2334,Electronics Engineers,Tech,4973.73174,8246603.478,0.06031248808,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48754,13882,1996-02-01,2611,ICT Business and Systems Analysts,Tech,15111.41439,8246603.478,0.1832441008,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48755,13883,1996-02-01,2612,Multimedia Specialists and Web Developers,Tech,2321.586,8246603.478,0.02815202654,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48756,13884,1996-02-01,2613,Software and Applications Programmers,Tech,51689.67971,8246603.478,0.6267996254,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48757,13885,1996-02-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,19627.95445,8246603.478,0.2380125891,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48758,13886,1996-02-01,2631,Computer Network Professionals,Tech,13706.54133,8246603.478,0.1662083228,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48759,13887,1996-02-01,2632,ICT Support and Test Engineers,Tech,802.364,8246603.478,0.009729629928,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48760,13888,1996-02-01,2633,Telecommunications Engineering Professionals,Tech,7159.98745,8246603.478,0.08682347186,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48778,13906,1996-02-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,17694.03281,8246603.478,0.2145614598,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48782,13910,1996-02-01,3131,ICT Support Technicians,Tech,29668.37081,8246603.478,0.3597647309,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48783,13911,1996-02-01,3132,Telecommunications Technical Specialists,Tech,7001.0898,8246603.478,0.08489664646,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48809,13937,1996-02-01,3424,Telecommunications Trades Workers,Tech,33896.29246,8246603.478,0.4110333733,February 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48346,14198,1996-05-01,2334,Electronics Engineers,Tech,4389.65642,8297125.431,0.05290574979,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48340,14192,1996-05-01,2324,"Graphic and Web Designers, and Illustrators",Tech,19296.6453,8297125.431,0.2325702493,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48331,14183,1996-05-01,2252,ICT Sales Professionals,Tech,8256.82169,8297125.431,0.09951424453,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48292,14144,1996-05-01,1351,ICT Managers,Tech,8754.36952,8297125.431,0.1055108735,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48320,14172,1996-05-01,2232,ICT Trainers,Tech,4581.67076,8297125.431,0.05521997706,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48391,14243,1996-05-01,2600,ICT Professionals nfd,Tech,7722.08646,8297125.431,0.09306941933,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48329,14181,1996-05-01,2249,Other Information and Organisation Professionals,Tech,4339.09985,8297125.431,0.05229642346,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48392,14244,1996-05-01,2611,ICT Business and Systems Analysts,Tech,15358.37199,8297125.431,0.1851047344,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48328,14180,1996-05-01,2247,Management and Organisation Analysts,Tech,20312.91051,8297125.431,0.2448186505,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48394,14246,1996-05-01,2613,Software and Applications Programmers,Tech,52516.56129,8297125.431,0.6329488656,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48393,14245,1996-05-01,2612,Multimedia Specialists and Web Developers,Tech,2359.52642,8297125.431,0.02843787815,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48421,14273,1996-05-01,3132,Telecommunications Technical Specialists,Tech,7575.29273,8297125.431,0.09130020744,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48420,14272,1996-05-01,3131,ICT Support Technicians,Tech,29031.72923,8297125.431,0.3499010527,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48416,14268,1996-05-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,19112.84255,8297125.431,0.2303549911,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48447,14299,1996-05-01,3424,Telecommunications Trades Workers,Tech,32169.49579,8297125.431,0.3877185666,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48397,14249,1996-05-01,2632,ICT Support and Test Engineers,Tech,785.28243,8297125.431,0.009464511975,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48396,14248,1996-05-01,2631,Computer Network Professionals,Tech,13813.55375,8297125.431,0.1664860181,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48395,14247,1996-05-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,19948.72335,8297125.431,0.2404293332,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48398,14250,1996-05-01,2633,Telecommunications Engineering Professionals,Tech,6319.1757,8297125.431,0.07616102411,May 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48029,14605,1996-08-01,2600,ICT Professionals nfd,Tech,7207.95943,8265864.857,0.08720151557,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47930,14506,1996-08-01,1351,ICT Managers,Tech,13836.7185,8265864.857,0.1673958955,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47958,14534,1996-08-01,2232,ICT Trainers,Tech,3816.41864,8265864.857,0.04617083277,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47967,14543,1996-08-01,2249,Other Information and Organisation Professionals,Tech,6079.75365,8265864.857,0.07355254115,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47969,14545,1996-08-01,2252,ICT Sales Professionals,Tech,6556.77679,8265864.857,0.0793235421,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47978,14554,1996-08-01,2324,"Graphic and Web Designers, and Illustrators",Tech,22305.98763,8265864.857,0.2698566698,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47984,14560,1996-08-01,2334,Electronics Engineers,Tech,3751.36604,8265864.857,0.04538382982,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48030,14606,1996-08-01,2611,ICT Business and Systems Analysts,Tech,14335.83043,8265864.857,0.1734341255,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47966,14542,1996-08-01,2247,Management and Organisation Analysts,Tech,19850.42464,8265864.857,0.2401493974,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48032,14608,1996-08-01,2613,Software and Applications Programmers,Tech,48733.81459,8265864.857,0.5895791358,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48033,14609,1996-08-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,18620.56187,8265864.857,0.225270582,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48034,14610,1996-08-01,2631,Computer Network Professionals,Tech,12833.02344,8265864.857,0.1552532453,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48035,14611,1996-08-01,2632,ICT Support and Test Engineers,Tech,595.18281,8265864.857,0.007200490454,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48036,14612,1996-08-01,2633,Telecommunications Engineering Professionals,Tech,5400.31813,8265864.857,0.06533276582,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48054,14630,1996-08-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,14609.78106,8265864.857,0.1767483659,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48058,14634,1996-08-01,3131,ICT Support Technicians,Tech,20533.80653,8265864.857,0.2484169157,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48059,14635,1996-08-01,3132,Telecommunications Technical Specialists,Tech,5996.55192,8265864.857,0.07254597097,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48085,14661,1996-08-01,3424,Telecommunications Trades Workers,Tech,30943.87024,8265864.857,0.374357321,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
48031,14607,1996-08-01,2612,Multimedia Specialists and Web Developers,Tech,2202.43206,8265864.857,0.02664490768,August 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47622,14922,1996-11-01,2334,Electronics Engineers,Tech,4121.66996,8314369.852,0.04957284837,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47616,14916,1996-11-01,2324,"Graphic and Web Designers, and Illustrators",Tech,21964.05985,8314369.852,0.2641698678,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47607,14907,1996-11-01,2252,ICT Sales Professionals,Tech,7055.63893,8314369.852,0.08486077785,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47568,14868,1996-11-01,1351,ICT Managers,Tech,11686.13739,8314369.852,0.1405534947,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47604,14904,1996-11-01,2247,Management and Organisation Analysts,Tech,20106.84987,8314369.852,0.2418325168,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47596,14896,1996-11-01,2232,ICT Trainers,Tech,3970.60858,8314369.852,0.04775597731,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47667,14967,1996-11-01,2600,ICT Professionals nfd,Tech,7278.28989,8314369.852,0.08753868326,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47605,14905,1996-11-01,2249,Other Information and Organisation Professionals,Tech,6200.92194,8314369.852,0.07458078063,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47668,14968,1996-11-01,2611,ICT Business and Systems Analysts,Tech,14475.70986,8314369.852,0.1741047141,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47672,14972,1996-11-01,2631,Computer Network Professionals,Tech,13016.91215,8314369.852,0.1565592147,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47670,14970,1996-11-01,2613,Software and Applications Programmers,Tech,49209.32664,8314369.852,0.591858764,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47671,14971,1996-11-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,18802.24888,8314369.852,0.2261415984,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47673,14973,1996-11-01,2632,ICT Support and Test Engineers,Tech,634.73153,8314369.852,0.007634150769,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47674,14974,1996-11-01,2633,Telecommunications Engineering Professionals,Tech,5933.39302,8314369.852,0.0713631114,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47692,14992,1996-11-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,13474.6614,8314369.852,0.1620647342,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47696,14996,1996-11-01,3131,ICT Support Technicians,Tech,21898.23767,8314369.852,0.2633782001,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47697,14997,1996-11-01,3132,Telecommunications Technical Specialists,Tech,5530.64461,8314369.852,0.06651910738,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47723,15023,1996-11-01,3424,Telecommunications Trades Workers,Tech,30851.07016,8314369.852,0.3710572263,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47669,14969,1996-11-01,2612,Multimedia Specialists and Web Developers,Tech,2223.9219,8314369.852,0.02674793087,November 1996,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47260,15284,1997-02-01,2334,Electronics Engineers,Tech,4782.65752,8291387.55,0.05768223341,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47254,15278,1997-02-01,2324,"Graphic and Web Designers, and Illustrators",Tech,23438.93107,8291387.55,0.2826900917,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47245,15269,1997-02-01,2252,ICT Sales Professionals,Tech,7393.20944,8291387.55,0.08916733653,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47305,15329,1997-02-01,2600,ICT Professionals nfd,Tech,6992.13652,8291387.55,0.08433011335,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47242,15266,1997-02-01,2247,Management and Organisation Analysts,Tech,20464.82747,8291387.55,0.2468202981,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47234,15258,1997-02-01,2232,ICT Trainers,Tech,4167.62263,8291387.55,0.0502644775,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47206,15230,1997-02-01,1351,ICT Managers,Tech,17018.8368,8291387.55,0.2052592126,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47243,15267,1997-02-01,2249,Other Information and Organisation Professionals,Tech,6948.08974,8291387.55,0.08379887802,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47306,15330,1997-02-01,2611,ICT Business and Systems Analysts,Tech,13906.58265,8291387.55,0.1677232256,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47310,15334,1997-02-01,2631,Computer Network Professionals,Tech,12649.8485,8291387.55,0.1525661227,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47308,15332,1997-02-01,2613,Software and Applications Programmers,Tech,47274.61195,8291387.55,0.5701652668,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47307,15331,1997-02-01,2612,Multimedia Specialists and Web Developers,Tech,2136.48617,8291387.55,0.02576753477,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47361,15385,1997-02-01,3424,Telecommunications Trades Workers,Tech,30266.0248,8291387.55,0.3650296722,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47334,15358,1997-02-01,3131,ICT Support Technicians,Tech,25796.66612,8291387.55,0.3111260445,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47335,15359,1997-02-01,3132,Telecommunications Technical Specialists,Tech,6053.39988,8291387.55,0.07300828532,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47312,15336,1997-02-01,2633,Telecommunications Engineering Professionals,Tech,6884.92457,8291387.55,0.08303706139,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47330,15354,1997-02-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,14748.28336,8291387.55,0.1778747317,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47311,15335,1997-02-01,2632,ICT Support and Test Engineers,Tech,747.72947,8291387.55,0.009018146425,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
47309,15333,1997-02-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,18063.01932,8291387.55,0.2178527926,February 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46844,15592,1997-05-01,1351,ICT Managers,Tech,14669.45712,8330186.44,0.1760999856,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46872,15620,1997-05-01,2232,ICT Trainers,Tech,4798.85498,8330186.44,0.05760801411,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46880,15628,1997-05-01,2247,Management and Organisation Analysts,Tech,21616.31068,8330186.44,0.25949372,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46881,15629,1997-05-01,2249,Other Information and Organisation Professionals,Tech,6543.66804,8330186.44,0.07855368048,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46883,15631,1997-05-01,2252,ICT Sales Professionals,Tech,6581.19291,8330186.44,0.07900414903,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46892,15640,1997-05-01,2324,"Graphic and Web Designers, and Illustrators",Tech,25828.5994,8330186.44,0.31006028,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46943,15691,1997-05-01,2600,ICT Professionals nfd,Tech,7839.39389,8330186.44,0.09410826452,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46944,15692,1997-05-01,2611,ICT Business and Systems Analysts,Tech,15591.68342,8330186.44,0.1871708818,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46898,15646,1997-05-01,2334,Electronics Engineers,Tech,5299.83594,8330186.44,0.0636220567,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46946,15694,1997-05-01,2613,Software and Applications Programmers,Tech,53003.01314,8330186.44,0.6362764329,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46945,15693,1997-05-01,2612,Multimedia Specialists and Web Developers,Tech,2395.37036,8330186.44,0.0287553031,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46973,15721,1997-05-01,3132,Telecommunications Technical Specialists,Tech,6475.71673,8330186.44,0.07773795672,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46972,15720,1997-05-01,3131,ICT Support Technicians,Tech,27925.33919,8330186.44,0.3352306625,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46968,15716,1997-05-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,15777.20076,8330186.44,0.1893979309,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46999,15747,1997-05-01,3424,Telecommunications Trades Workers,Tech,35621.46432,8330186.44,0.4276190524,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46949,15697,1997-05-01,2632,ICT Support and Test Engineers,Tech,809.43011,8330186.44,0.009716830659,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46948,15696,1997-05-01,2631,Computer Network Professionals,Tech,14171.70453,8330186.44,0.1701246981,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46947,15695,1997-05-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,20251.76755,8330186.44,0.2431130167,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46950,15698,1997-05-01,2633,Telecommunications Engineering Professionals,Tech,7629.43414,8330186.44,0.09158779572,May 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46581,16053,1997-08-01,2600,ICT Professionals nfd,Tech,8216.65897,8250306.053,0.0995921717,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46482,15954,1997-08-01,1351,ICT Managers,Tech,15479.51083,8250306.053,0.187623474,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46510,15982,1997-08-01,2232,ICT Trainers,Tech,3928.74843,8250306.053,0.04761942654,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46518,15990,1997-08-01,2247,Management and Organisation Analysts,Tech,25421.39231,8250306.053,0.3081266579,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46519,15991,1997-08-01,2249,Other Information and Organisation Professionals,Tech,5812.63088,8250306.053,0.07045351824,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46521,15993,1997-08-01,2252,ICT Sales Professionals,Tech,5373.51516,8250306.053,0.0651311009,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46530,16002,1997-08-01,2324,"Graphic and Web Designers, and Illustrators",Tech,27141.86187,8250306.053,0.3289800608,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46536,16008,1997-08-01,2334,Electronics Engineers,Tech,5770.81968,8250306.053,0.06994673462,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46582,16054,1997-08-01,2611,ICT Business and Systems Analysts,Tech,16342.02177,8250306.053,0.1980777642,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46606,16078,1997-08-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,16887.35124,8250306.053,0.2046875732,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46584,16056,1997-08-01,2613,Software and Applications Programmers,Tech,55553.74438,8250306.053,0.6733537402,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46583,16055,1997-08-01,2612,Multimedia Specialists and Web Developers,Tech,2510.64581,8250306.053,0.03043094152,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46611,16083,1997-08-01,3132,Telecommunications Technical Specialists,Tech,6931.37549,8250306.053,0.08401355593,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46610,16082,1997-08-01,3131,ICT Support Technicians,Tech,25401.47599,8250306.053,0.307885257,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46637,16109,1997-08-01,3424,Telecommunications Trades Workers,Tech,34365.0103,8250306.053,0.4165301273,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46587,16059,1997-08-01,2632,ICT Support and Test Engineers,Tech,736.27466,8250306.053,0.008924210269,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
46586,16058,1997-08-01,2631,Computer Network Professionals,Tech,14891.67367,8250306.053,0.1804984394,August 1997,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
