,Tech Investment,Percent of Goal,Goal,Goal Description,Date,Source Name,Source URL,Source Page
0,3.9%,85,4.6,Percent of GDP,FY2025,Lifting Tech Investment in Australia,https://techcouncil.com.au/wp-content/uploads/Tech-Council-of-Australia-Lifting-Tech-Investment-in-Aus-v5.pdf,3
