,Metric,Measurement,Rank Order,Label,Salary,Job Title,Level,Country,URL,Source URL,Source Name,Source Description
535,Top Company,Ranking,1.0,Melbourne,115848,Financial Analyst,Senior,Australia,https://www.levels.fyi/en-gb/t/financial-analyst/levels/senior/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
536,Top Company,Ranking,2.0,Brisbane,109038,Financial Analyst,Senior,Australia,https://www.levels.fyi/en-gb/t/financial-analyst/levels/senior/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
537,Top Company,Ranking,3.0,Sydney,104911,Financial Analyst,Senior,Australia,https://www.levels.fyi/en-gb/t/financial-analyst/levels/senior/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
550,Top Company,Ranking,1.0,Melbourne,99319,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
551,Top Company,Ranking,2.0,Sydney,90858,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
552,Top Company,Ranking,3.0,Brisbane,82991,Civil Engineer,All,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
557,Top Company,Ranking,1.0,Melbourne,99319,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
558,Top Company,Ranking,2.0,Sydney,90858,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
559,Top Company,Ranking,3.0,Brisbane,82991,Civil Engineer,Entry-Level,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/entry-level/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
564,Top Company,Ranking,1.0,Melbourne,99319,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
565,Top Company,Ranking,2.0,Sydney,90858,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
566,Top Company,Ranking,3.0,Brisbane,82991,Civil Engineer,Senior,Australia,https://www.levels.fyi/en-gb/t/civil-engineer/levels/senior/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
571,Top Company,Ranking,1.0,Atlassian,444489,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
572,Top Company,Ranking,2.0,Amazon,314387,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
573,Top Company,Ranking,3.0,Canva,276425,Software Engineering Manager,All,Australia,https://www.levels.fyi/en-gb/t/software-engineering-manager/locations/australia,levels.fyi,Levels.FYI,Self-reported data of tech workers in tech companies.
